id,corridor_id,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,payment instrument,access point,speed actual,receiving network coverage,pickup method,date,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,regulatory_risk_score,fx_volatility,aml_risk_index,correspondent_network_depth,transfer_time_estimate_days,composite_cost_score,political_stability_index,regulatory_quality_score,rule_of_law_index,government_effectiveness,financial_system_development,banking_sector_stability,payment_system_efficiency,aml_effectiveness_score,tax_transparency_score,reporting_requirements_index,currency_convertibility_score,capital_mobility_index,treaty_network_density,financial_sanctions_risk,dispute_resolution_mechanism,bilateral_tax_treaty_strength,double_taxation_avoidance,information_exchange_agreement,jurisdictional_hops_count,regulatory_domain_changes,currency_conversions_count,withholding_tax_rate,financial_transaction_tax,compliance_documentation_cost,settlement_risk_index
478,CHN-BRA,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,Bank Transfer,Bank Branch,3-7 days,High,Branch,2022-10-15,13798,336.34,USD,61.09,2.7348,0.0029,0.0073,13571,173.78,GBP,129.27,50.1687,0.0168,0.0263,0.0086,Transparent,Prefer local bank transfer where possible,,0.525,0.085,0.402,5,3,0.2022,0.6658392000593352,0.6845203451824895,0.7722448053776404,0.5298660384983658,0.5182866821269128,0.5866046268752946,0.8122685191796348,0.3305912942989645,0.3017949141482762,0.5607274334717937,0.6168892848671013,0.6209273471810822,0.6634374125483039,0.4163083215342622,0.3752393002883256,0.7953377868639934,0,1,4,0,3,0.078,0.0125,38.32,0.48735001854522436
479,ESP-NOR,ESP,Spain,Europe,High income,High,G8G20,NOR,Norway,Europe,High income,High,No,Bank Transfer,Mobile App,1-2 days,Medium,Agent,2021-03-01,2873,57.92,NGN,32.7,54.9538,0.0066,0.018,2933,166.83,PHP,41.89,3.9079,0.0088,0.0231,0.0066,Transparent,Correspondent path uses two intermediaries,,0.214,0.016,0.0,8,1,0.0634,0.6303326055073468,0.6729155453585484,0.8824464016467115,0.7338613054750178,0.8423932177558227,0.8879348148872381,0.9700299723731994,0.7099847168181874,0.932394240709716,0.4937040181518233,0.9611744684343692,0.7192566930378812,0.914672557992959,0.1329546625403346,0.7192513601588718,0.8295409311625959,1,1,1,1,2,0.154,0.0165,10.16,0.6194656970146285
480,DEU-CAN,DEU,Germany,Europe,High income,High,G8G20,CAN,Canada,North America,High income,High,G8G20,Bank Transfer,Online Portal,1-2 days,High,Mobile Wallet,2022-11-12,4705,1668.99,AUD,25.12,25.7378,0.0178,0.0231,4878,81.48,KES,53.34,11.5637,0.0189,0.0298,0.0031,Transparent,High AML checks required,,0.448,0.049,0.383,4,5,0.1927,0.8571826016648701,0.8770272947430366,0.6264364512440328,0.7219179451653499,0.8495112595454277,0.8250488416819927,0.9299694570526016,0.508211852099207,0.7901192465464204,0.7152022374676033,0.7693799260339257,0.7309015866676482,0.7242554802578444,0.5821302125351422,0.715845251505014,0.6449022210424448,1,1,1,2,2,0.173,0.0136,121.66,0.38434898937214923
481,GBR-MAR,GBR,United Kingdom,Europe,High income,High,G8G20,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,Card Transfer,Online Portal,2-5 days,Low,Branch,2023-08-22,1658,27.78,KES,22.11,52.8431,0.0085,0.0218,1705,45.75,USD,27.94,80.0116,0.0059,0.0223,0.0024,Transparent,Requires documentation for large amounts,,0.437,0.085,0.167,4,2,0.1428,0.813933985118715,0.7033367980987376,0.7241863439795412,0.9650731953193564,0.9693221823778508,0.9382725679932142,0.7800153083506978,0.8151638735147583,0.7219322639455688,0.7264688147187675,0.919162241249586,0.7483607693894881,0.9291603725331844,0.1692156167517524,0.8742032679511599,0.9246720575108758,1,1,3,2,2,0.101,0.0013,94.25,0.23464988902230802
482,CHN-POL,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,POL,Poland,Europe,High income,Medium,No,Card Transfer,Agent Network,3-7 days,Medium,Agent,2021-05-14,2157,27.85,NGN,26.29,3.2738,0.013,0.0252,2150,41.42,NGN,25.02,17.173,0.0189,0.0305,0.0019,Transparent,Standard corridor - no special restrictions,,0.205,0.05,0.408,8,1,0.1504,0.6737984529490211,0.4309297076771371,0.6033875074011862,0.6820863273352777,0.7570235626592898,0.4964046199062443,0.5611557715579212,0.6693469882889946,0.4585887555180825,0.5140364732002823,0.8591050971402363,0.6142640899538253,0.4627871034599389,0.4553140828235485,0.6399263195502226,0.3900222389827349,1,1,2,2,1,0.219,0.0061,19.63,0.33533514712794893
483,JPN-MEX,JPN,Japan,East Asia & Pacific,High income,High,G8G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,Medium,G8G20,Mobile Wallet,Mobile App,1-2 days,Medium,Home Delivery,2025-01-02,1436,75.36,AUD,15.42,38.8098,0.018,0.0287,1428,22.56,EUR,16.3,52.7503,0.0002,0.0116,0.0013,Transparent,Requires documentation for large amounts,,0.427,0.117,0.195,2,1,0.1446,0.7203196843324298,0.8399876641988027,0.90589797846572,0.8601057696443996,0.7643121858421386,0.9714103181076464,0.8040581954943027,0.601715637354071,0.7293550368881433,0.9225803041374844,0.889828806007791,0.8215026237195744,0.9464653973643424,0.3217625816465312,0.6457281063136674,0.5560984234839801,0,1,4,1,3,0.104,0.0058,90.17,0.05722644156909132
484,VNM-ARG,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,ARG,Argentina,Latin America & Caribbean,Upper middle income,Medium,G8G20,Bank Transfer,Agent Network,2-5 days,High,ATM,2021-11-22,1326,28.67,ZAR,15.34,14.9222,0.0034,0.015,1348,19.74,GBP,14.51,82.9321,0.0018,0.0126,0.0168,Transparent,Prefer local bank transfer where possible,,0.345,0.076,0.258,8,0,0.1344,0.3947177823776066,0.4199791752538149,0.5351283640735731,0.4092170092564124,0.4015011408624836,0.4302153847453728,0.4541248902153149,0.1493886472006199,0.6752397973201871,0.4123845221722294,0.4952009969627106,0.4938196781134296,0.4351293176703926,0.5668664182602918,0.3242510636511159,0.4219340823586044,1,1,1,2,1,0.101,0.0183,70.57,0.6744156363040668
485,GBR-SGP,GBR,United Kingdom,Europe,High income,High,G8G20,SGP,Singapore,East Asia & Pacific,High income,High,No,Bank Transfer,Correspondent Bank,2-5 days,Very High,Mobile Wallet,2021-12-21,3119,65.82,AUD,40.2,38.5176,0.0138,0.0267,3145,72.63,NGN,34.57,38.9038,0.0124,0.0234,0.0014,Transparent,Correspondent path uses two intermediaries,,0.213,0.006,0.204,2,0,0.1084,0.7962853008637742,0.7028131881092711,0.9202842733640716,0.815202244358758,0.9375783234721156,0.9970305065215902,0.8426266585397801,0.7880342408380938,0.847203268620734,0.6630166699439938,0.8764861995415201,0.8350658303981379,0.6352729737979926,0.0,0.6311247867809118,0.594227531557541,1,0,3,1,2,0.009,0.0174,117.31,0.1592379105658836
486,SWE-MEX,SWE,Sweden,Europe,High income,High,No,MEX,Mexico,Latin America & Caribbean,Upper middle income,Medium,G8G20,Bank Transfer,Correspondent Bank,2-5 days,High,Mobile Wallet,2021-05-23,1614,25.97,KES,23.47,13.1634,0.0121,0.0266,1626,78.69,EUR,15.33,10.3763,0.0074,0.0168,0.0081,Transparent,Requires documentation for large amounts,,0.299,0.05,0.424,2,5,0.1663,0.9077071890844296,0.8855919500955851,0.6268842219023066,0.8528746818122032,1.0,0.8263684330883617,1.0,0.5431125826958357,0.8332588144630922,0.8899834003465203,0.9769612681926296,0.7954773128025223,0.7151470221586621,0.096702579469529,0.8978905383982484,0.8222968123538836,0,0,2,1,1,0.138,0.0074,35.32,0.07932955484827911
487,CHE-SWE,CHE,Switzerland,Europe,High income,High,No,SWE,Sweden,Europe,High income,High,No,Bank Transfer,Online Portal,Instant,Low,Branch,2025-03-31,1316,25.58,GBP,13.0,35.4768,0.0057,0.0156,1336,39.77,EUR,11.12,15.6812,0.0157,0.024,0.0227,Opaque,Standard corridor - no special restrictions,,0.449,0.103,0.762,3,2,0.262,0.8748069468952067,0.6777356051519918,0.7226674825051639,0.6671980881451496,0.803666466869663,0.9518265070177164,0.8529580704870274,1.0,0.7732087640627661,0.7571630256695684,0.882741950332826,0.7434629568568077,0.7430596065146887,0.0146654367466025,0.8136764801753327,0.6547848324139834,1,1,2,2,3,0.177,0.0014,70.71,0.17241125389089682
488,RUS-VNM,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Correspondent Bank,2-5 days,Medium,Agent,2023-06-10,1045,13.82,NGN,11.63,32.7773,0.0053,0.0164,1093,40.89,CNY,15.67,84.6286,0.0082,0.0225,0.0072,Transparent,High AML checks required,,0.362,0.014,0.433,6,0,0.1785,0.4389898455425638,0.5459757730000989,0.5588636121293057,0.7232303842571515,0.4891413630360276,0.5916208466533492,0.6573172023322095,0.3299553078844679,0.4499682060440313,0.4684133752316577,0.5744835551379402,0.6430267454025977,0.5307328468597844,0.4166343323121243,0.6513555151863163,0.7567689661175501,1,1,3,0,2,0.029,0.0179,27.66,0.3202142395662726
489,EGY-IND,EGY,Egypt,Middle East & North Africa,Lower middle income,Low,No,IND,India,South Asia,Lower middle income,High,No,Mobile Wallet,Correspondent Bank,2-5 days,Medium,Mobile Wallet,2021-04-19,1016,28.41,CNY,7.34,14.9582,0.0119,0.0191,974,18.67,INR,13.45,55.734,0.0129,0.0267,0.0094,Transparent,Prefer local bank transfer where possible,,0.374,0.079,0.352,1,2,0.1681,0.5467107820090102,0.1692673873525196,0.4192486620602167,0.3586372051923394,0.4686186411438427,0.3822060359748941,0.4541106355864642,0.3681688875286422,0.2805257891181292,0.2424358942609782,0.4161565180856619,0.4481111117348118,0.4218795610021116,0.4475981227191824,0.3406971972319704,0.3840613480763284,1,1,3,0,1,0.076,0.0178,143.84,0.8524569962087079
490,SWE-JPN,SWE,Sweden,Europe,High income,High,No,JPN,Japan,East Asia & Pacific,High income,High,G8G20,Bank Transfer,Agent Network,3-7 days,Medium,ATM,2023-04-12,2079,109.94,AUD,23.76,11.9107,0.0076,0.019,2072,27.58,ZAR,22.93,14.8771,0.0129,0.024,0.0049,Transparent,Requires documentation for large amounts,,0.083,0.037,0.226,7,7,0.0833,0.8655003110343958,0.9398713874172956,0.7429400575042173,0.7534881930072466,0.872934908060367,0.6920351032523113,0.816766858675739,0.8393503678167756,0.8270336555332441,0.7175678874763334,0.89612618413046,0.7210419591651176,0.834419057787003,0.1593385723363768,0.7668858257964635,0.7065931396687937,1,1,1,2,1,0.195,0.0171,117.92,0.3557967708339341
491,VNM-ZAF,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,Cash Pickup,Online Portal,1-2 days,High,Agent,2021-10-03,2640,4956.65,NGN,47.23,50.8774,0.0088,0.0267,2557,48.88,ZAR,58.47,60.7148,0.0053,0.0282,0.0181,Transparent,Correspondent path uses two intermediaries,,0.588,0.094,0.371,1,2,0.2192,0.342452735972017,0.3462546826081649,0.4289771643203076,0.3325659742380583,0.6411556915232857,0.6058252604177656,0.3330147812174593,0.3583645123315136,0.2719212054396566,0.3108022924173666,0.7102912961173756,0.383091429946104,0.3932271244492914,0.4850414447190067,0.2799244753020111,0.2473885430708954,1,0,4,2,3,0.091,0.0169,111.82,0.649043283042006
492,ARG-IND,ARG,Argentina,Latin America & Caribbean,Upper middle income,Medium,G8G20,IND,India,South Asia,Lower middle income,High,No,Bank Transfer,Online Portal,Instant,Very High,Mobile Wallet,2023-07-23,4669,360.19,EUR,63.73,2.4016,0.002,0.0156,4643,74.15,USD,70.99,77.3574,0.0206,0.0359,0.0103,Transparent,Requires documentation for large amounts,,0.299,0.076,0.663,7,1,0.2182,0.4052773154310258,0.4936835119322669,0.2079963868819381,0.6453498880952354,0.8965032609507284,0.6477384886843832,0.4700477368791271,0.4728668340520063,0.4949347785970004,0.4278898267343949,0.7732219166074188,0.7172312053250401,0.4113457847418809,0.262990274666299,0.7832175196292719,0.7783069846275472,1,1,2,1,1,0.06,0.0096,105.08,0.6275932966668031
493,BRA-RUS,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,Mobile Wallet,Correspondent Bank,Instant,Medium,Branch,2024-03-29,4183,88.86,GBP,40.81,57.4692,0.0128,0.0226,4140,100.16,EUR,63.53,68.3573,0.0037,0.019,0.0009,Transparent,Standard corridor - no special restrictions,,0.638,0.049,0.091,8,3,0.1666,0.8938254427703156,0.4917608820668164,0.8889064511674244,0.5374952333789454,0.5789041453543383,0.6692486849853414,0.5701526399088386,0.5978852968775832,0.3915907374715238,0.5213496877523879,0.8242698681234015,0.6131526450282614,0.5669914944087859,0.2929689674339226,0.7404793955181193,0.3513730345372681,1,1,4,2,3,0.168,0.0035,66.38,0.4592841969177142
494,ESP-TUR,ESP,Spain,Europe,High income,High,G8G20,TUR,Turkey,Europe & Central Asia,Upper middle income,Medium,No,Bank Transfer,Correspondent Bank,2-5 days,Low,Agent,2021-08-20,511,87.59,INR,7.26,70.484,0.0124,0.0266,494,6.88,AUD,7.04,41.5062,0.014,0.0283,0.0158,Transparent,High AML checks required,,0.362,0.066,0.566,8,1,0.213,0.8201428862204921,0.7678233032909885,0.7699965474374206,0.9071940203714852,0.7066976018305786,0.7084826670268292,0.6077484048343432,0.6841009269883468,0.909651881325458,0.7355295373831836,0.7091850125214257,0.7617185506509945,0.5714565955811253,0.2850223322077394,0.8466582692316457,0.6091352008432765,1,1,2,1,2,0.049,0.0095,138.88,0.14664589584060836
495,CHN-IRL,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,IRL,Ireland,Europe,High income,High,No,Cash Pickup,Agent Network,2-5 days,Low,Mobile Wallet,2024-11-01,516,22.14,AUD,8.01,23.195,0.0052,0.0207,508,94.2,USD,11.72,23.3128,0.0145,0.0376,0.012,Transparent,Standard corridor - no special restrictions,,0.32,0.025,0.593,5,3,0.2118,0.6835161166243963,0.5914655651003597,0.5602713644733431,0.5465952438870528,0.7427417406252468,0.7239791865332413,0.6802065222294605,0.6177746927089178,0.524549239609549,0.6150643608290859,0.6294546669431432,0.6202677946594883,0.5170427500760444,0.4048662247183034,0.5173065842733853,0.6061228124630663,0,1,2,2,2,0.224,0.0099,15.57,0.6327748892723588
496,USA-UKR,USA,United States,North America,High income,High,G8G20,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Bank Transfer,Bank Branch,2-5 days,High,Home Delivery,2022-12-24,1689,40.91,KES,21.49,1.306,0.0122,0.0249,1673,23.04,AUD,20.39,45.255,0.022,0.0342,0.012,Opaque,Requires documentation for large amounts,,0.027,0.041,1.0,5,3,0.235,0.9072727095376156,0.9405322366003472,0.5992121596865477,0.9347043661688248,0.8118209798058486,0.902087961817471,0.7312541601543346,0.7670375896648807,0.7876467819476288,0.5718474249696417,0.9429920599613028,0.981512200940598,0.7290422465182047,0.0,0.7772367807857111,0.8519501437255941,0,1,4,0,1,0.026,0.0098,121.47,0.314669205242159
497,BRA-USA,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,USA,United States,North America,High income,High,G8G20,Cash Pickup,Correspondent Bank,Instant,High,Mobile Wallet,2024-03-30,1762,48.41,AUD,35.42,34.9777,0.0045,0.0246,1787,25.43,CNY,43.4,35.8321,0.0105,0.0348,0.0074,Transparent,Requires documentation for large amounts,,0.352,0.03,0.126,3,5,0.1253,0.2837716040858681,0.8902533335176157,0.7294549894291549,0.5458449394895586,0.4133493168027419,0.6645634041966587,0.4667289343511492,0.6033824245068986,0.5993878862997138,0.437031619719757,0.8045160428337254,0.7166689643367409,0.6670988004746277,0.3489370755597325,0.4301371119703553,0.6673446726653366,1,0,3,0,2,0.177,0.0108,36.21,0.32553046148082526
498,USA-IDN,USA,United States,North America,High income,High,G8G20,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Remittance Service,Correspondent Bank,Same day,High,Mobile Wallet,2022-06-01,3202,139.0,EUR,42.76,19.2162,0.016,0.0294,3053,92.42,PHP,44.45,68.1308,0.0084,0.023,0.0257,Transparent,High AML checks required,,0.214,0.105,0.467,3,2,0.1624,0.7175554321037051,0.6332263828168798,0.9122447239169192,1.0,0.8450502245224956,1.0,0.8509577674333619,0.7043452915000379,0.6743449854977427,0.9464498889591292,0.7763827342334674,0.9082323171969986,0.682900339792895,0.2052368115089236,0.923629963276348,0.7043955784452776,1,1,1,2,2,0.125,0.0052,51.98,0.22715935862996703
499,KEN-POL,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,POL,Poland,Europe,High income,Medium,No,Bank Transfer,Bank Branch,Instant,Very High,ATM,2022-06-20,846,19.62,EUR,6.16,38.453,0.0057,0.013,864,49.39,KES,9.07,17.1426,0.0035,0.014,0.0068,Transparent,Correspondent path uses two intermediaries,,0.327,0.106,0.705,4,1,0.2199,0.3014245544695648,0.5359365636609768,0.5416876751865948,0.457362776394108,0.371427626925126,0.3687269800842904,0.4495898316488044,0.3885116074310789,0.2314560907832273,0.4367645527495836,0.4802615995567518,0.2141150017634244,0.2385288221047123,0.6104954408381997,0.3912570773390733,0.5767134554604795,1,1,2,1,1,0.217,0.0073,80.32,0.5449258095938292
500,BRA-NOR,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,NOR,Norway,Europe,High income,High,No,Mobile Wallet,Bank Branch,1-2 days,Low,ATM,2023-10-13,281,21.81,EUR,2.66,35.3219,0.015,0.0245,268,6.69,AUD,5.08,60.2441,0.023,0.042,0.0061,Opaque,Correspondent path uses two intermediaries,,0.242,0.07,0.497,7,1,0.181,0.5785805567367555,0.4991073732121651,0.5764756965168596,0.5377494703055343,0.6889709887440251,0.6996681224442738,0.7851076776668726,0.547085620519597,0.74667526331198,0.658962719504343,0.5851072546225375,0.8851826798898158,0.5892393415924118,0.4502149404766682,0.7983495661476507,0.7993333102238134,0,1,3,0,2,0.032,0.0087,118.48,0.2840640322842797
501,NGA-IDN,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Mobile Wallet,Mobile App,1-2 days,High,ATM,2021-04-18,1575,132.1,NGN,13.69,60.4893,0.0042,0.0129,1498,23.14,INR,17.13,15.3884,0.0022,0.0136,0.0174,Transparent,Standard corridor - no special restrictions,,0.342,0.094,0.385,3,1,0.1587,0.3460369683536527,0.3395619687549284,0.3293150051055605,0.4657678073021239,0.6033427986036617,0.4984584797036288,0.4522067850166123,0.5297614124365313,0.3124596232338173,0.4737103206040288,0.4354324641978465,0.4717227549613071,0.3363724922251458,0.5567022619183373,0.3547136179045347,0.5113824837416833,1,1,2,1,1,0.169,0.0026,126.59,0.761141305703797
502,CAN-MEX,CAN,Canada,North America,High income,High,G8G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,Medium,G8G20,Bank Transfer,Correspondent Bank,1-2 days,High,Home Delivery,2023-06-10,1642,47.56,ZAR,10.27,1.5199,0.0142,0.0205,1645,33.81,KES,18.7,40.3141,0.0149,0.0263,0.0152,Transparent,Prefer local bank transfer where possible,,0.369,0.055,0.571,1,1,0.2114,0.6620488754269758,0.711172129694155,1.0,0.8973417077585197,0.5637863561568357,0.7621689512947515,0.6225612794925535,0.6359171167901694,0.3733782400519152,0.733561250676727,0.7329669817006426,0.8271886308155727,0.5549854489340971,0.1400505776193552,0.7502100466255608,0.9302343558226316,1,0,1,2,3,0.143,0.0091,89.64,0.47912999685641566
503,MAR-NOR,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,NOR,Norway,Europe,High income,High,No,Mobile Wallet,Agent Network,3-7 days,High,Home Delivery,2023-06-04,1855,31.1,INR,8.95,43.022,0.0108,0.0156,1912,81.31,USD,18.79,56.6186,0.0177,0.0275,0.0087,Opaque,High AML checks required,,0.363,0.106,0.826,5,2,0.2594,0.5193628234094749,0.4942414723612339,0.3108063463206544,0.6182456474312352,0.2636357666592215,0.2615729644523604,0.4299460280133121,0.6204845730705343,0.3257193311755895,0.3280105708148861,0.2969707572665828,0.5335115502324453,0.4643811505195224,0.4553109758320108,0.3244935192583165,0.2651951877952393,1,0,2,2,3,0.12,0.0162,63.44,0.4821718911417031
504,KEN-NOR,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,NOR,Norway,Europe,High income,High,No,Bank Transfer,Correspondent Bank,1-2 days,High,Home Delivery,2022-11-23,2394,94.24,GBP,18.3,33.3309,0.0136,0.0212,2482,42.73,AUD,13.9,30.5793,0.0093,0.0149,0.0042,Opaque,Prefer local bank transfer where possible,,0.267,0.044,0.852,3,2,0.2418,0.1948253299514035,0.410064700211312,0.2203511204865798,0.2387100193700853,0.3991571139707188,0.371301258977894,0.3754425765413653,0.4059733516208313,0.3594857362580335,0.3154212763386658,0.4919615513973778,0.3010167550674441,0.3626334348691613,0.531927700858644,0.2196343768771023,0.4694832505244434,1,1,1,0,3,0.123,0.0166,142.24,0.7175563084028685
505,VNM-IND,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,IND,India,South Asia,Lower middle income,High,No,Cash Pickup,Bank Branch,Same day,Low,Agent,2022-05-31,2100,66.47,USD,41.72,7.2585,0.0109,0.0308,2121,62.77,KES,37.63,36.9908,0.0121,0.0298,0.0053,Transparent,High AML checks required,,0.171,0.07,0.442,4,1,0.1529,0.2442279553727605,0.4108371759047721,0.4897294088642324,0.4910812109256643,0.4541200066282602,0.3865001196541517,0.553701429029068,0.4309633973370343,0.2757961975947044,0.2546127623597971,0.2213173781964802,0.4384838210020305,0.3400762705977921,0.4136570350428949,0.443086611217644,0.5101075033007229,1,1,1,2,1,0.18,0.0082,40.75,0.5719228917053808
506,IND-SAU,IND,India,South Asia,Lower middle income,High,No,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,Bank Transfer,Correspondent Bank,Instant,Very High,ATM,2021-06-26,924,45.1,AUD,8.1,28.1794,0.0127,0.0215,897,22.65,USD,13.26,14.3912,0.0123,0.0271,0.014,Opaque,Standard corridor - no special restrictions,,0.439,0.062,0.524,3,1,0.2169,0.2663162926500595,0.5365780397161142,0.2865300345074413,0.4733115274150726,0.2749489928963167,0.4582162359239426,0.2018374470264907,0.3179435016869894,0.4028424792653496,0.2874837738522685,0.3439474845492839,0.521534216315512,0.3375844652183691,0.6087484776436807,0.4050275105385131,0.6664002970334706,1,0,2,0,1,0.234,0.0104,121.45,0.5915449539482365
507,IDN-CHE,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,CHE,Switzerland,Europe,High income,High,No,Card Transfer,Correspondent Bank,Instant,Medium,ATM,2024-09-14,909,20.33,USD,6.66,35.2642,0.0066,0.0139,877,12.77,EUR,13.73,26.5987,0.0168,0.0325,0.0233,Transparent,Requires documentation for large amounts,,0.276,0.03,0.326,2,3,0.1436,0.4884203419737852,0.5395088401825407,0.4022655582790836,0.3999782327092576,0.16247012540035,0.3485223584244241,0.382331070415703,0.125012952314296,0.2111101051741479,0.1122996234892839,0.4654011397163152,0.5182519165018579,0.4828129422349194,0.5002258645504911,0.2843924390561717,0.1181521809776048,1,0,2,1,2,0.023,0.0007,93.75,0.5789127290913357
